video_name,rgb_video_path,flow_video_path,label
Bad.Boys.II.2003__#00-06-42_00-10-00_label_B2-G-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\Bad.Boys.II.2003__#00-06-42_00-10-00_label_B2-G-0_batch_797.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\Bad.Boys.II.2003__#00-06-42_00-10-00_label_B2-G-0_batch_797.mp4,4
GoldenEye.1995__#00-24-53_00-25-06_label_B1-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\GoldenEye.1995__#00-24-53_00-25-06_label_B1-0-0_batch_1542.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\GoldenEye.1995__#00-24-53_00-25-06_label_B1-0-0_batch_1542.mp4,0
Bullet.in.the.Head.1990__#00-17-20_00-18-55_label_B1-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\Bullet.in.the.Head.1990__#00-17-20_00-18-55_label_B1-0-0_batch_1063.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\Bullet.in.the.Head.1990__#00-17-20_00-18-55_label_B1-0-0_batch_1063.mp4,0
v=5BBoVfKOyeM__#00-08-19_00-10-10_label_B6-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=5BBoVfKOyeM__#00-08-19_00-10-10_label_B6-0-0_batch_1831.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=5BBoVfKOyeM__#00-08-19_00-10-10_label_B6-0-0_batch_1831.mp4,0
Operation.Red.Sea.2018__#0-02-17_0-02-37_label_B2-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\Operation.Red.Sea.2018__#0-02-17_0-02-37_label_B2-0-0_batch_2468.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\Operation.Red.Sea.2018__#0-02-17_0-02-37_label_B2-0-0_batch_2468.mp4,4
v=PuZy1PQIgrA__#1_label_B1-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=PuZy1PQIgrA__#1_label_B1-0-0_batch_1114.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=PuZy1PQIgrA__#1_label_B1-0-0_batch_1114.mp4,0
v=cO1UefhG7AY__#1_label_G-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=cO1UefhG7AY__#1_label_G-0-0_batch_894.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=cO1UefhG7AY__#1_label_G-0-0_batch_894.mp4,1
v=GqMh_HBNWZE__#00-01-00_00-02-45_label_B6-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=GqMh_HBNWZE__#00-01-00_00-02-45_label_B6-0-0_batch_871.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=GqMh_HBNWZE__#00-01-00_00-02-45_label_B6-0-0_batch_871.mp4,0
City.Of.Men.2007__#01-17-27_01-17-59_label_B2-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\City.Of.Men.2007__#01-17-27_01-17-59_label_B2-0-0_batch_1001.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\City.Of.Men.2007__#01-17-27_01-17-59_label_B2-0-0_batch_1001.mp4,0
Haywire.2011__#00-39-07_00-41-48_label_B1-B2-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\Haywire.2011__#00-39-07_00-41-48_label_B1-B2-0_batch_1731.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\Haywire.2011__#00-39-07_00-41-48_label_B1-B2-0_batch_1731.mp4,2
v=Q6zIX29HkSo__#1_label_B4-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=Q6zIX29HkSo__#1_label_B4-0-0_batch_347.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=Q6zIX29HkSo__#1_label_B4-0-0_batch_347.mp4,5
v=6TR2rcgHm4g__#1_label_B4-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=6TR2rcgHm4g__#1_label_B4-0-0_batch_1043.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=6TR2rcgHm4g__#1_label_B4-0-0_batch_1043.mp4,0
v=Rc9EOFjtj0c__#1_label_B6-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=Rc9EOFjtj0c__#1_label_B6-0-0_batch_812.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=Rc9EOFjtj0c__#1_label_B6-0-0_batch_812.mp4,3
v=Lt9M_tSij_4__#00-00-00_00-04-24_label_B6-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=Lt9M_tSij_4__#00-00-00_00-04-24_label_B6-0-0_batch_104.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=Lt9M_tSij_4__#00-00-00_00-04-24_label_B6-0-0_batch_104.mp4,3
v=CLFYvG6MsZU__#00-02-16_00-05-06_label_B2-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=CLFYvG6MsZU__#00-02-16_00-05-06_label_B2-0-0_batch_966.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=CLFYvG6MsZU__#00-02-16_00-05-06_label_B2-0-0_batch_966.mp4,0
v=uQY15O3LKI0__#1_label_B6-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=uQY15O3LKI0__#1_label_B6-0-0_batch_1620.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=uQY15O3LKI0__#1_label_B6-0-0_batch_1620.mp4,0
v=waIS8TaJxts__#00-01-30_00-02-45_label_B6-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=waIS8TaJxts__#00-01-30_00-02-45_label_B6-0-0_batch_879.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=waIS8TaJxts__#00-01-30_00-02-45_label_B6-0-0_batch_879.mp4,0
v=tP19WuyY3IY__#00-06-10_00-07-51_label_B6-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=tP19WuyY3IY__#00-06-10_00-07-51_label_B6-0-0_batch_2204.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=tP19WuyY3IY__#00-06-10_00-07-51_label_B6-0-0_batch_2204.mp4,0
v=gsz_P8t-KM4__#1_label_B4-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=gsz_P8t-KM4__#1_label_B4-0-0_batch_344.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=gsz_P8t-KM4__#1_label_B4-0-0_batch_344.mp4,5
Mission.Impossible.Fallout.2018__#00-31-21_00-32-50_label_B1-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\Mission.Impossible.Fallout.2018__#00-31-21_00-32-50_label_B1-0-0_batch_648.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\Mission.Impossible.Fallout.2018__#00-31-21_00-32-50_label_B1-0-0_batch_648.mp4,0
v=vhACO_m5pH0__#00-14-42_00-15-40_label_B6-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=vhACO_m5pH0__#00-14-42_00-15-40_label_B6-0-0_batch_2049.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=vhACO_m5pH0__#00-14-42_00-15-40_label_B6-0-0_batch_2049.mp4,0
v=jYENhkzdpO8__#00-00-00_00-01-31_label_B6-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=jYENhkzdpO8__#00-00-00_00-01-31_label_B6-0-0_batch_1448.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=jYENhkzdpO8__#00-00-00_00-01-31_label_B6-0-0_batch_1448.mp4,0
v=1q5V6DKH3bw__#1_label_B4-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=1q5V6DKH3bw__#1_label_B4-0-0_batch_1545.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=1q5V6DKH3bw__#1_label_B4-0-0_batch_1545.mp4,5
v=CvMpD1yqfxI__#1_label_G-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=CvMpD1yqfxI__#1_label_G-0-0_batch_493.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=CvMpD1yqfxI__#1_label_G-0-0_batch_493.mp4,0
v=bfOlheR5nUQ__#00-00-00_00-04-33_label_B4-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=bfOlheR5nUQ__#00-00-00_00-04-33_label_B4-0-0_batch_787.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=bfOlheR5nUQ__#00-00-00_00-04-33_label_B4-0-0_batch_787.mp4,5
v=vhACO_m5pH0__#00-20-42_00-22-40_label_B6-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=vhACO_m5pH0__#00-20-42_00-22-40_label_B6-0-0_batch_1320.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=vhACO_m5pH0__#00-20-42_00-22-40_label_B6-0-0_batch_1320.mp4,0
Rush.Hour.1998.BluRay__#01-20-28_01-21-38_label_B2-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\Rush.Hour.1998.BluRay__#01-20-28_01-21-38_label_B2-0-0_batch_2436.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\Rush.Hour.1998.BluRay__#01-20-28_01-21-38_label_B2-0-0_batch_2436.mp4,0
v=38GQ9L2meyE__#1_label_B6-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=38GQ9L2meyE__#1_label_B6-0-0_batch_2371.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=38GQ9L2meyE__#1_label_B6-0-0_batch_2371.mp4,0
v=HSisjzLESak__#00-00-00_00-00-51_label_B6-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=HSisjzLESak__#00-00-00_00-00-51_label_B6-0-0_batch_2403.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=HSisjzLESak__#00-00-00_00-00-51_label_B6-0-0_batch_2403.mp4,0
Kingsman.The.Secret.Service.2014__#01-43-40_01-44-50_label_B2-G-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\Kingsman.The.Secret.Service.2014__#01-43-40_01-44-50_label_B2-G-0_batch_2478.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\Kingsman.The.Secret.Service.2014__#01-43-40_01-44-50_label_B2-G-0_batch_2478.mp4,0
v=HSisjzLESak__#00-07-40_00-08-50_label_B6-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=HSisjzLESak__#00-07-40_00-08-50_label_B6-0-0_batch_1055.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=HSisjzLESak__#00-07-40_00-08-50_label_B6-0-0_batch_1055.mp4,3
City.of.God.2002__#00-40-16_00-41-30_label_B2-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\City.of.God.2002__#00-40-16_00-41-30_label_B2-0-0_batch_749.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\City.of.God.2002__#00-40-16_00-41-30_label_B2-0-0_batch_749.mp4,4
v=iHuggczItBk__#00-01-00_00-02-45_label_B6-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=iHuggczItBk__#00-01-00_00-02-45_label_B6-0-0_batch_987.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=iHuggczItBk__#00-01-00_00-02-45_label_B6-0-0_batch_987.mp4,0
Brick.Mansions.2014__#00-41-25_00-42-36_label_B1-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\Brick.Mansions.2014__#00-41-25_00-42-36_label_B1-0-0_batch_1209.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\Brick.Mansions.2014__#00-41-25_00-42-36_label_B1-0-0_batch_1209.mp4,0
v=OOjjPGN8jSU__#1_label_B6-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=OOjjPGN8jSU__#1_label_B6-0-0_batch_1749.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=OOjjPGN8jSU__#1_label_B6-0-0_batch_1749.mp4,0
Rush.Hour.1998.BluRay__#00-08-08_00-09-15_label_B2-B6-G.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\Rush.Hour.1998.BluRay__#00-08-08_00-09-15_label_B2-B6-G_batch_204.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\Rush.Hour.1998.BluRay__#00-08-08_00-09-15_label_B2-B6-G_batch_204.mp4,0
v=6KQFxxHmVMc__#1_label_B1-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=6KQFxxHmVMc__#1_label_B1-0-0_batch_558.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=6KQFxxHmVMc__#1_label_B1-0-0_batch_558.mp4,2
v=DVdXoVUNkhg__#1_label_G-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=DVdXoVUNkhg__#1_label_G-0-0_batch_1735.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=DVdXoVUNkhg__#1_label_G-0-0_batch_1735.mp4,0
v=p7kvQ4OpDgU__#1_label_B4-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=p7kvQ4OpDgU__#1_label_B4-0-0_batch_2064.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=p7kvQ4OpDgU__#1_label_B4-0-0_batch_2064.mp4,5
v=ZoS8gm5OcOM__#00-06-20_00-07-30_label_B6-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=ZoS8gm5OcOM__#00-06-20_00-07-30_label_B6-0-0_batch_1488.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=ZoS8gm5OcOM__#00-06-20_00-07-30_label_B6-0-0_batch_1488.mp4,0
v=yrpZJ8Vr3aA__#1_label_B1-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=yrpZJ8Vr3aA__#1_label_B1-0-0_batch_1691.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=yrpZJ8Vr3aA__#1_label_B1-0-0_batch_1691.mp4,0
v=vhACO_m5pH0__#00-17-42_00-18-40_label_B6-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=vhACO_m5pH0__#00-17-42_00-18-40_label_B6-0-0_batch_2067.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=vhACO_m5pH0__#00-17-42_00-18-40_label_B6-0-0_batch_2067.mp4,0
v=X1arMZmYhsk__#00-13-00_00-14-09_label_B6-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=X1arMZmYhsk__#00-13-00_00-14-09_label_B6-0-0_batch_230.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=X1arMZmYhsk__#00-13-00_00-14-09_label_B6-0-0_batch_230.mp4,0
Desperado.1995__#01-14-11_01-17-28_label_B2-G-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\Desperado.1995__#01-14-11_01-17-28_label_B2-G-0_batch_18.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\Desperado.1995__#01-14-11_01-17-28_label_B2-G-0_batch_18.mp4,4
v=vhACO_m5pH0__#00-20-42_00-22-40_label_B6-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=vhACO_m5pH0__#00-20-42_00-22-40_label_B6-0-0_batch_1321.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=vhACO_m5pH0__#00-20-42_00-22-40_label_B6-0-0_batch_1321.mp4,3
Bad.Boys.1995__#01-11-55_01-12-40_label_G-B2-B6.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\Bad.Boys.1995__#01-11-55_01-12-40_label_G-B2-B6_batch_1700.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\Bad.Boys.1995__#01-11-55_01-12-40_label_G-B2-B6_batch_1700.mp4,1
v=Z12t5h2mBJc__#1_label_B1-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=Z12t5h2mBJc__#1_label_B1-0-0_batch_1100.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=Z12t5h2mBJc__#1_label_B1-0-0_batch_1100.mp4,2
v=X1arMZmYhsk__#00-13-00_00-14-09_label_B6-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=X1arMZmYhsk__#00-13-00_00-14-09_label_B6-0-0_batch_227.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=X1arMZmYhsk__#00-13-00_00-14-09_label_B6-0-0_batch_227.mp4,3
v=Z12t5h2mBJc__#1_label_B1-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=Z12t5h2mBJc__#1_label_B1-0-0_batch_1097.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=Z12t5h2mBJc__#1_label_B1-0-0_batch_1097.mp4,0
New.Kids.Turbo.2010__#00-50-13_00-50-34_label_B1-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\New.Kids.Turbo.2010__#00-50-13_00-50-34_label_B1-0-0_batch_1437.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\New.Kids.Turbo.2010__#00-50-13_00-50-34_label_B1-0-0_batch_1437.mp4,2
v=Lt9M_tSij_4__#00-00-00_00-04-24_label_B6-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=Lt9M_tSij_4__#00-00-00_00-04-24_label_B6-0-0_batch_109.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=Lt9M_tSij_4__#00-00-00_00-04-24_label_B6-0-0_batch_109.mp4,0
v=nLAapCIlr-o__#00-08-35_00-10-25_label_B6-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=nLAapCIlr-o__#00-08-35_00-10-25_label_B6-0-0_batch_976.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=nLAapCIlr-o__#00-08-35_00-10-25_label_B6-0-0_batch_976.mp4,3
Fast.Furious.6.2013__#01-38-33_01-39-20_label_B1-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\Fast.Furious.6.2013__#01-38-33_01-39-20_label_B1-0-0_batch_531.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\Fast.Furious.6.2013__#01-38-33_01-39-20_label_B1-0-0_batch_531.mp4,2
v=AF9p0YA0hyA__#00-03-03_00-04-20_label_B4-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=AF9p0YA0hyA__#00-03-03_00-04-20_label_B4-0-0_batch_2237.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=AF9p0YA0hyA__#00-03-03_00-04-20_label_B4-0-0_batch_2237.mp4,0
v=EOAfl8yMiN8__#00-03-00_00-04-09_label_B6-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=EOAfl8yMiN8__#00-03-00_00-04-09_label_B6-0-0_batch_910.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=EOAfl8yMiN8__#00-03-00_00-04-09_label_B6-0-0_batch_910.mp4,0
v=hxyhulJYz5I__#00-06-09_00-07-00_label_B6-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=hxyhulJYz5I__#00-06-09_00-07-00_label_B6-0-0_batch_2164.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=hxyhulJYz5I__#00-06-09_00-07-00_label_B6-0-0_batch_2164.mp4,0
Rush.Hour.1998.BluRay__#00-08-08_00-09-15_label_B2-B6-G.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\Rush.Hour.1998.BluRay__#00-08-08_00-09-15_label_B2-B6-G_batch_211.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\Rush.Hour.1998.BluRay__#00-08-08_00-09-15_label_B2-B6-G_batch_211.mp4,4
The.Hurt.Locker.2008__#01-27-42_01-28-09_label_G-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\The.Hurt.Locker.2008__#01-27-42_01-28-09_label_G-0-0_batch_2261.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\The.Hurt.Locker.2008__#01-27-42_01-28-09_label_G-0-0_batch_2261.mp4,1
v=MqrNCb2N5to__#1_label_B1-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=MqrNCb2N5to__#1_label_B1-0-0_batch_698.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=MqrNCb2N5to__#1_label_B1-0-0_batch_698.mp4,2
v=Z12t5h2mBJc__#1_label_B1-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=Z12t5h2mBJc__#1_label_B1-0-0_batch_1098.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=Z12t5h2mBJc__#1_label_B1-0-0_batch_1098.mp4,2
Spectre.2015__#01-32-55_01-35-40_label_B1-B2-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\Spectre.2015__#01-32-55_01-35-40_label_B1-B2-0_batch_659.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\Spectre.2015__#01-32-55_01-35-40_label_B1-B2-0_batch_659.mp4,2
v=m5Ya6z6qroo__#1_label_B4-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=m5Ya6z6qroo__#1_label_B4-0-0_batch_1285.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=m5Ya6z6qroo__#1_label_B4-0-0_batch_1285.mp4,0
City.Of.Men.2007__#00-51-50_00-53-31_label_B2-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\City.Of.Men.2007__#00-51-50_00-53-31_label_B2-0-0_batch_1155.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\City.Of.Men.2007__#00-51-50_00-53-31_label_B2-0-0_batch_1155.mp4,4
Deadpool.2.2018__#0-50-30_0-51-20_label_B1-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\Deadpool.2.2018__#0-50-30_0-51-20_label_B1-0-0_batch_163.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\Deadpool.2.2018__#0-50-30_0-51-20_label_B1-0-0_batch_163.mp4,0
v=2al4t5inObA__#1_label_B4-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=2al4t5inObA__#1_label_B4-0-0_batch_1473.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=2al4t5inObA__#1_label_B4-0-0_batch_1473.mp4,5
v=Rc9EOFjtj0c__#1_label_B6-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=Rc9EOFjtj0c__#1_label_B6-0-0_batch_816.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=Rc9EOFjtj0c__#1_label_B6-0-0_batch_816.mp4,3
v=waIS8TaJxts__#00-07-40_00-08-50_label_B6-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=waIS8TaJxts__#00-07-40_00-08-50_label_B6-0-0_batch_265.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=waIS8TaJxts__#00-07-40_00-08-50_label_B6-0-0_batch_265.mp4,3
The.Bourne.Identity.2002__#0-54-45_0-56-25_label_B6-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\The.Bourne.Identity.2002__#0-54-45_0-56-25_label_B6-0-0_batch_1793.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\The.Bourne.Identity.2002__#0-54-45_0-56-25_label_B6-0-0_batch_1793.mp4,0
Ip.Man.3.2015__#00-46-08_00-54-20_label_B1-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\Ip.Man.3.2015__#00-46-08_00-54-20_label_B1-0-0_batch_280.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\Ip.Man.3.2015__#00-46-08_00-54-20_label_B1-0-0_batch_280.mp4,2
Bullet.in.the.Head.1990__#00-17-20_00-18-55_label_B1-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\Bullet.in.the.Head.1990__#00-17-20_00-18-55_label_B1-0-0_batch_1059.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\Bullet.in.the.Head.1990__#00-17-20_00-18-55_label_B1-0-0_batch_1059.mp4,0
v=HSisjzLESak__#00-00-00_00-00-51_label_B6-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=HSisjzLESak__#00-00-00_00-00-51_label_B6-0-0_batch_2402.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=HSisjzLESak__#00-00-00_00-00-51_label_B6-0-0_batch_2402.mp4,3
Mission.Impossible.II.2000__#01-46-20_01-47-11_label_B2-B6-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\Mission.Impossible.II.2000__#01-46-20_01-47-11_label_B2-B6-0_batch_2454.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\Mission.Impossible.II.2000__#01-46-20_01-47-11_label_B2-B6-0_batch_2454.mp4,0
v=2WkuPNLfl5s__#1_label_B4-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=2WkuPNLfl5s__#1_label_B4-0-0_batch_123.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=2WkuPNLfl5s__#1_label_B4-0-0_batch_123.mp4,5
v=gsz_P8t-KM4__#1_label_B4-0-0.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\rgb_videos\v=gsz_P8t-KM4__#1_label_B4-0-0_batch_343.mp4,E:\SRC-Bhuvaneswari\processed files\video\ftest\flow_videos\v=gsz_P8t-KM4__#1_label_B4-0-0_batch_343.mp4,5
